"Diagnoses_Count","Year","Cancer_Type","AgeGroup","Sex"
13,2020,"Lung cancer",5,2
21,2020,"Lung cancer",6,2
18,2020,"Lung cancer",9,2
38,2020,"Lung cancer",10,2
45,2020,"Lung cancer",11,2
70,2020,"Lung cancer",12,2
134,2020,"Lung cancer",13,2
132,2020,"Lung cancer",14,2
187,2020,"Lung cancer",15,2
151,2020,"Lung cancer",16,2
89,2020,"Lung cancer",17,2
82,2020,"Lung cancer",18,2
12,2021,"Lung cancer",4,1
2,2021,"Lung cancer",9,1
31,2021,"Lung cancer",10,1
21,2021,"Lung cancer",11,1
67,2021,"Lung cancer",12,1
136,2021,"Lung cancer",13,1
127,2021,"Lung cancer",14,1
252,2021,"Lung cancer",15,1
209,2021,"Lung cancer",16,1
178,2021,"Lung cancer",17,1
130,2021,"Lung cancer",18,1
9,2021,"Lung cancer",1,2
18,2021,"Lung cancer",5,2
9,2021,"Lung cancer",6,2
12,2021,"Lung cancer",8,2
30,2021,"Lung cancer",10,2
33,2021,"Lung cancer",11,2
56,2021,"Lung cancer",12,2
121,2021,"Lung cancer",13,2
142,2021,"Lung cancer",14,2
196,2021,"Lung cancer",15,2
174,2021,"Lung cancer",16,2
105,2021,"Lung cancer",17,2
82,2021,"Lung cancer",18,2
11,2022,"Lung cancer",6,1
1,2022,"Lung cancer",7,1
16,2022,"Lung cancer",9,1
1,2022,"Lung cancer",10,1
45,2022,"Lung cancer",11,1
78,2022,"Lung cancer",12,1
125,2022,"Lung cancer",13,1
168,2022,"Lung cancer",14,1
203,2022,"Lung cancer",15,1
206,2022,"Lung cancer",16,1
173,2022,"Lung cancer",17,1
126,2022,"Lung cancer",18,1
1,2022,"Lung cancer",3,2
1,2022,"Lung cancer",4,2
17,2022,"Lung cancer",5,2
1,2022,"Lung cancer",7,2
3,2022,"Lung cancer",9,2
21,2022,"Lung cancer",10,2
45,2022,"Lung cancer",11,2
60,2022,"Lung cancer",12,2
95,2022,"Lung cancer",13,2
140,2022,"Lung cancer",14,2
201,2022,"Lung cancer",15,2
182,2022,"Lung cancer",16,2
115,2022,"Lung cancer",17,2
112,2022,"Lung cancer",18,2
14,2023,"Lung cancer",6,1
1,2023,"Lung cancer",7,1
12,2023,"Lung cancer",9,1
21,2023,"Lung cancer",10,1
40,2023,"Lung cancer",11,1
64,2023,"Lung cancer",12,1
108,2023,"Lung cancer",13,1
201,2023,"Lung cancer",14,1
231,2023,"Lung cancer",15,1
214,2023,"Lung cancer",16,1
151,2023,"Lung cancer",17,1
140,2023,"Lung cancer",18,1
11,2023,"Lung cancer",3,2
13,2023,"Lung cancer",5,2
12,2023,"Lung cancer",6,2
8,2023,"Lung cancer",7,2
3,2023,"Lung cancer",10,2
54,2023,"Lung cancer",11,2
76,2023,"Lung cancer",12,2
129,2023,"Lung cancer",13,2
156,2023,"Lung cancer",14,2
191,2023,"Lung cancer",15,2
180,2023,"Lung cancer",16,2
128,2023,"Lung cancer",17,2
104,2023,"Lung cancer",18,2
6,2005,"Melanoma cancer",1,1
7,2005,"Melanoma cancer",2,1
5,2005,"Melanoma cancer",5,1
17,2005,"Melanoma cancer",6,1
20,2005,"Melanoma cancer",7,1
37,2005,"Melanoma cancer",8,1
69,2005,"Melanoma cancer",9,1
80,2005,"Melanoma cancer",10,1
96,2005,"Melanoma cancer",11,1
140,2005,"Melanoma cancer",12,1
112,2005,"Melanoma cancer",13,1
120,2005,"Melanoma cancer",14,1
101,2005,"Melanoma cancer",15,1
125,2005,"Melanoma cancer",16,1
76,2005,"Melanoma cancer",17,1
50,2005,"Melanoma cancer",18,1
5,2005,"Melanoma cancer",2,2
16,2005,"Melanoma cancer",4,2
3,2005,"Melanoma cancer",5,2
37,2005,"Melanoma cancer",6,2
29,2005,"Melanoma cancer",7,2
55,2005,"Melanoma cancer",8,2
73,2005,"Melanoma cancer",9,2
55,2005,"Melanoma cancer",10,2
86,2005,"Melanoma cancer",11,2
60,2005,"Melanoma cancer",12,2
68,2005,"Melanoma cancer",13,2
76,2005,"Melanoma cancer",14,2
60,2005,"Melanoma cancer",15,2
32,2005,"Melanoma cancer",16,2
27,2005,"Melanoma cancer",17,2
27,2005,"Melanoma cancer",18,2
6,2006,"Melanoma cancer",1,1
1,2006,"Melanoma cancer",3,1
12,2006,"Melanoma cancer",4,1
24,2006,"Melanoma cancer",5,1
13,2006,"Melanoma cancer",6,1
34,2006,"Melanoma cancer",7,1
51,2006,"Melanoma cancer",8,1
39,2006,"Melanoma cancer",9,1
81,2006,"Melanoma cancer",10,1
79,2006,"Melanoma cancer",11,1
135,2006,"Melanoma cancer",12,1
114,2006,"Melanoma cancer",13,1
124,2006,"Melanoma cancer",14,1
112,2006,"Melanoma cancer",15,1
91,2006,"Melanoma cancer",16,1
75,2006,"Melanoma cancer",17,1
46,2006,"Melanoma cancer",18,1
7,2006,"Melanoma cancer",1,2
16,2006,"Melanoma cancer",2,2
13,2006,"Melanoma cancer",3,2
9,2006,"Melanoma cancer",4,2
20,2006,"Melanoma cancer",6,2
18,2006,"Melanoma cancer",7,2
58,2006,"Melanoma cancer",8,2
38,2006,"Melanoma cancer",9,2
50,2006,"Melanoma cancer",10,2
74,2006,"Melanoma cancer",11,2
102,2006,"Melanoma cancer",12,2
54,2006,"Melanoma cancer",13,2
52,2006,"Melanoma cancer",14,2
59,2006,"Melanoma cancer",15,2
69,2006,"Melanoma cancer",16,2
39,2006,"Melanoma cancer",17,2
44,2006,"Melanoma cancer",18,2
16,2007,"Melanoma cancer",1,1
15,2007,"Melanoma cancer",3,1
20,2007,"Melanoma cancer",4,1
13,2007,"Melanoma cancer",5,1
33,2007,"Melanoma cancer",6,1
31,2007,"Melanoma cancer",7,1
44,2007,"Melanoma cancer",8,1
49,2007,"Melanoma cancer",9,1
75,2007,"Melanoma cancer",10,1
90,2007,"Melanoma cancer",11,1
133,2007,"Melanoma cancer",12,1
147,2007,"Melanoma cancer",13,1
155,2007,"Melanoma cancer",14,1
110,2007,"Melanoma cancer",15,1
115,2007,"Melanoma cancer",16,1
89,2007,"Melanoma cancer",17,1
64,2007,"Melanoma cancer",18,1
4,2007,"Melanoma cancer",2,2
15,2007,"Melanoma cancer",4,2
1,2007,"Melanoma cancer",5,2
42,2007,"Melanoma cancer",6,2
14,2007,"Melanoma cancer",7,2
45,2007,"Melanoma cancer",8,2
75,2007,"Melanoma cancer",9,2
60,2007,"Melanoma cancer",10,2
86,2007,"Melanoma cancer",11,2
90,2007,"Melanoma cancer",12,2
81,2007,"Melanoma cancer",13,2
71,2007,"Melanoma cancer",14,2
61,2007,"Melanoma cancer",15,2
66,2007,"Melanoma cancer",16,2
52,2007,"Melanoma cancer",17,2
34,2007,"Melanoma cancer",18,2
4,2008,"Melanoma cancer",5,1
15,2008,"Melanoma cancer",6,1
26,2008,"Melanoma cancer",7,1
70,2008,"Melanoma cancer",8,1
86,2008,"Melanoma cancer",9,1
67,2008,"Melanoma cancer",10,1
87,2008,"Melanoma cancer",11,1
127,2008,"Melanoma cancer",12,1
159,2008,"Melanoma cancer",13,1
129,2008,"Melanoma cancer",14,1
113,2008,"Melanoma cancer",15,1
129,2008,"Melanoma cancer",16,1
90,2008,"Melanoma cancer",17,1
72,2008,"Melanoma cancer",18,1
30,2008,"Melanoma cancer",5,2
24,2008,"Melanoma cancer",6,2
33,2008,"Melanoma cancer",7,2
63,2008,"Melanoma cancer",8,2
59,2008,"Melanoma cancer",9,2
71,2008,"Melanoma cancer",10,2
70,2008,"Melanoma cancer",11,2
94,2008,"Melanoma cancer",12,2
71,2008,"Melanoma cancer",13,2
71,2008,"Melanoma cancer",14,2
69,2008,"Melanoma cancer",15,2
59,2008,"Melanoma cancer",16,2
49,2008,"Melanoma cancer",17,2
49,2008,"Melanoma cancer",18,2
10,2009,"Melanoma cancer",1,1
9,2009,"Melanoma cancer",2,1
31,2009,"Melanoma cancer",5,1
17,2009,"Melanoma cancer",6,1
14,2009,"Melanoma cancer",7,1
62,2009,"Melanoma cancer",8,1
72,2009,"Melanoma cancer",9,1
45,2009,"Melanoma cancer",10,1
85,2009,"Melanoma cancer",11,1
113,2009,"Melanoma cancer",12,1
140,2009,"Melanoma cancer",13,1
130,2009,"Melanoma cancer",14,1
132,2009,"Melanoma cancer",15,1
110,2009,"Melanoma cancer",16,1
80,2009,"Melanoma cancer",17,1
91,2009,"Melanoma cancer",18,1
8,2009,"Melanoma cancer",4,2
10,2009,"Melanoma cancer",5,2
41,2009,"Melanoma cancer",6,2
30,2009,"Melanoma cancer",7,2
40,2009,"Melanoma cancer",8,2
68,2009,"Melanoma cancer",9,2
62,2009,"Melanoma cancer",10,2
73,2009,"Melanoma cancer",11,2
100,2009,"Melanoma cancer",12,2
78,2009,"Melanoma cancer",13,2
67,2009,"Melanoma cancer",14,2
56,2009,"Melanoma cancer",15,2
83,2009,"Melanoma cancer",16,2
37,2009,"Melanoma cancer",17,2
26,2009,"Melanoma cancer",18,2
19,2010,"Melanoma cancer",3,1
18,2010,"Melanoma cancer",4,1
11,2010,"Melanoma cancer",5,1
9,2010,"Melanoma cancer",6,1
20,2010,"Melanoma cancer",7,1
55,2010,"Melanoma cancer",8,1
42,2010,"Melanoma cancer",9,1
60,2010,"Melanoma cancer",10,1
117,2010,"Melanoma cancer",11,1
123,2010,"Melanoma cancer",12,1
152,2010,"Melanoma cancer",13,1
145,2010,"Melanoma cancer",14,1
165,2010,"Melanoma cancer",15,1
115,2010,"Melanoma cancer",16,1
99,2010,"Melanoma cancer",17,1
83,2010,"Melanoma cancer",18,1
19,2010,"Melanoma cancer",3,2
19,2010,"Melanoma cancer",5,2
29,2010,"Melanoma cancer",6,2
48,2010,"Melanoma cancer",7,2
64,2010,"Melanoma cancer",8,2
77,2010,"Melanoma cancer",9,2
99,2010,"Melanoma cancer",10,2
68,2010,"Melanoma cancer",11,2
89,2010,"Melanoma cancer",12,2
94,2010,"Melanoma cancer",13,2
84,2010,"Melanoma cancer",14,2
81,2010,"Melanoma cancer",15,2
69,2010,"Melanoma cancer",16,2
34,2010,"Melanoma cancer",17,2
57,2010,"Melanoma cancer",18,2
12,2011,"Melanoma cancer",2,1
1,2011,"Melanoma cancer",4,1
7,2011,"Melanoma cancer",5,1
42,2011,"Melanoma cancer",6,1
48,2011,"Melanoma cancer",7,1
48,2011,"Melanoma cancer",8,1
90,2011,"Melanoma cancer",9,1
61,2011,"Melanoma cancer",10,1
116,2011,"Melanoma cancer",11,1
126,2011,"Melanoma cancer",12,1
196,2011,"Melanoma cancer",13,1
163,2011,"Melanoma cancer",14,1
159,2011,"Melanoma cancer",15,1
115,2011,"Melanoma cancer",16,1
95,2011,"Melanoma cancer",17,1
73,2011,"Melanoma cancer",18,1
28,2011,"Melanoma cancer",5,2
45,2011,"Melanoma cancer",6,2
41,2011,"Melanoma cancer",7,2
86,2011,"Melanoma cancer",8,2
83,2011,"Melanoma cancer",9,2
82,2011,"Melanoma cancer",10,2
87,2011,"Melanoma cancer",11,2
88,2011,"Melanoma cancer",12,2
87,2011,"Melanoma cancer",13,2
74,2011,"Melanoma cancer",14,2
92,2011,"Melanoma cancer",15,2
45,2011,"Melanoma cancer",16,2
43,2011,"Melanoma cancer",17,2
85,2011,"Melanoma cancer",18,2
6,2012,"Melanoma cancer",1,1
6,2012,"Melanoma cancer",2,1
10,2012,"Melanoma cancer",4,1
21,2012,"Melanoma cancer",5,1
26,2012,"Melanoma cancer",6,1
21,2012,"Melanoma cancer",7,1
42,2012,"Melanoma cancer",8,1
72,2012,"Melanoma cancer",9,1
79,2012,"Melanoma cancer",10,1
119,2012,"Melanoma cancer",11,1
125,2012,"Melanoma cancer",12,1
165,2012,"Melanoma cancer",13,1
162,2012,"Melanoma cancer",14,1
183,2012,"Melanoma cancer",15,1
144,2012,"Melanoma cancer",16,1
128,2012,"Melanoma cancer",17,1
99,2012,"Melanoma cancer",18,1
6,2012,"Melanoma cancer",4,2
3,2012,"Melanoma cancer",5,2
28,2012,"Melanoma cancer",6,2
35,2012,"Melanoma cancer",7,2
32,2012,"Melanoma cancer",8,2
59,2012,"Melanoma cancer",9,2
89,2012,"Melanoma cancer",10,2
100,2012,"Melanoma cancer",11,2
99,2012,"Melanoma cancer",12,2
93,2012,"Melanoma cancer",13,2
92,2012,"Melanoma cancer",14,2
86,2012,"Melanoma cancer",15,2
51,2012,"Melanoma cancer",16,2
70,2012,"Melanoma cancer",17,2
70,2012,"Melanoma cancer",18,2
19,2013,"Melanoma cancer",1,1
19,2013,"Melanoma cancer",3,1
12,2013,"Melanoma cancer",4,1
18,2013,"Melanoma cancer",5,1
26,2013,"Melanoma cancer",6,1
13,2013,"Melanoma cancer",7,1
35,2013,"Melanoma cancer",8,1
82,2013,"Melanoma cancer",9,1
103,2013,"Melanoma cancer",10,1
131,2013,"Melanoma cancer",11,1
121,2013,"Melanoma cancer",12,1
201,2013,"Melanoma cancer",13,1
232,2013,"Melanoma cancer",14,1
206,2013,"Melanoma cancer",15,1
151,2013,"Melanoma cancer",16,1
113,2013,"Melanoma cancer",17,1
60,2013,"Melanoma cancer",18,1
13,2013,"Melanoma cancer",1,2
18,2013,"Melanoma cancer",3,2
4,2013,"Melanoma cancer",4,2
24,2013,"Melanoma cancer",5,2
36,2013,"Melanoma cancer",6,2
43,2013,"Melanoma cancer",7,2
62,2013,"Melanoma cancer",8,2
64,2013,"Melanoma cancer",9,2
107,2013,"Melanoma cancer",10,2
127,2013,"Melanoma cancer",11,2
109,2013,"Melanoma cancer",12,2
77,2013,"Melanoma cancer",13,2
93,2013,"Melanoma cancer",14,2
84,2013,"Melanoma cancer",15,2
93,2013,"Melanoma cancer",16,2
72,2013,"Melanoma cancer",17,2
83,2013,"Melanoma cancer",18,2
10,2014,"Melanoma cancer",3,1
2,2014,"Melanoma cancer",4,1
6,2014,"Melanoma cancer",5,1
6,2014,"Melanoma cancer",6,1
26,2014,"Melanoma cancer",7,1
54,2014,"Melanoma cancer",8,1
74,2014,"Melanoma cancer",9,1
68,2014,"Melanoma cancer",10,1
100,2014,"Melanoma cancer",11,1
125,2014,"Melanoma cancer",12,1
193,2014,"Melanoma cancer",13,1
229,2014,"Melanoma cancer",14,1
182,2014,"Melanoma cancer",15,1
143,2014,"Melanoma cancer",16,1
147,2014,"Melanoma cancer",17,1
119,2014,"Melanoma cancer",18,1
10,2014,"Melanoma cancer",1,2
3,2014,"Melanoma cancer",4,2
7,2014,"Melanoma cancer",5,2
32,2014,"Melanoma cancer",6,2
60,2014,"Melanoma cancer",7,2
61,2014,"Melanoma cancer",8,2
65,2014,"Melanoma cancer",9,2
95,2014,"Melanoma cancer",10,2
85,2014,"Melanoma cancer",11,2
68,2014,"Melanoma cancer",12,2
122,2014,"Melanoma cancer",13,2
106,2014,"Melanoma cancer",14,2
93,2014,"Melanoma cancer",15,2
72,2014,"Melanoma cancer",16,2
40,2014,"Melanoma cancer",17,2
75,2014,"Melanoma cancer",18,2
18,2015,"Melanoma cancer",1,1
17,2015,"Melanoma cancer",2,1
14,2015,"Melanoma cancer",3,1
14,2015,"Melanoma cancer",4,1
3,2015,"Melanoma cancer",5,1
37,2015,"Melanoma cancer",6,1
51,2015,"Melanoma cancer",7,1
25,2015,"Melanoma cancer",8,1
55,2015,"Melanoma cancer",9,1
104,2015,"Melanoma cancer",10,1
115,2015,"Melanoma cancer",11,1
159,2015,"Melanoma cancer",12,1
200,2015,"Melanoma cancer",13,1
194,2015,"Melanoma cancer",14,1
212,2015,"Melanoma cancer",15,1
181,2015,"Melanoma cancer",16,1
101,2015,"Melanoma cancer",17,1
74,2015,"Melanoma cancer",18,1
7,2015,"Melanoma cancer",1,2
17,2015,"Melanoma cancer",2,2
13,2015,"Melanoma cancer",5,2
33,2015,"Melanoma cancer",6,2
45,2015,"Melanoma cancer",7,2
53,2015,"Melanoma cancer",8,2
60,2015,"Melanoma cancer",9,2
96,2015,"Melanoma cancer",10,2
114,2015,"Melanoma cancer",11,2
93,2015,"Melanoma cancer",12,2
105,2015,"Melanoma cancer",13,2
131,2015,"Melanoma cancer",14,2
75,2015,"Melanoma cancer",15,2
92,2015,"Melanoma cancer",16,2
75,2015,"Melanoma cancer",17,2
83,2015,"Melanoma cancer",18,2
8,2016,"Melanoma cancer",4,1
8,2016,"Melanoma cancer",5,1
36,2016,"Melanoma cancer",6,1
20,2016,"Melanoma cancer",7,1
45,2016,"Melanoma cancer",8,1
59,2016,"Melanoma cancer",9,1
104,2016,"Melanoma cancer",10,1
98,2016,"Melanoma cancer",11,1
156,2016,"Melanoma cancer",12,1
185,2016,"Melanoma cancer",13,1
243,2016,"Melanoma cancer",14,1
194,2016,"Melanoma cancer",15,1
179,2016,"Melanoma cancer",16,1
134,2016,"Melanoma cancer",17,1
88,2016,"Melanoma cancer",18,1
6,2016,"Melanoma cancer",1,2
7,2016,"Melanoma cancer",2,2
8,2016,"Melanoma cancer",4,2
19,2016,"Melanoma cancer",6,2
35,2016,"Melanoma cancer",7,2
61,2016,"Melanoma cancer",8,2
81,2016,"Melanoma cancer",9,2
106,2016,"Melanoma cancer",10,2
98,2016,"Melanoma cancer",11,2
90,2016,"Melanoma cancer",12,2
131,2016,"Melanoma cancer",13,2
135,2016,"Melanoma cancer",14,2
115,2016,"Melanoma cancer",15,2
80,2016,"Melanoma cancer",16,2
39,2016,"Melanoma cancer",17,2
77,2016,"Melanoma cancer",18,2
5,2017,"Melanoma cancer",1,1
19,2017,"Melanoma cancer",3,1
12,2017,"Melanoma cancer",5,1
10,2017,"Melanoma cancer",6,1
33,2017,"Melanoma cancer",7,1
71,2017,"Melanoma cancer",8,1
89,2017,"Melanoma cancer",9,1
81,2017,"Melanoma cancer",10,1
129,2017,"Melanoma cancer",11,1
199,2017,"Melanoma cancer",12,1
196,2017,"Melanoma cancer",13,1
213,2017,"Melanoma cancer",14,1
249,2017,"Melanoma cancer",15,1
163,2017,"Melanoma cancer",16,1
126,2017,"Melanoma cancer",17,1
110,2017,"Melanoma cancer",18,1
12,2017,"Melanoma cancer",1,2
3,2017,"Melanoma cancer",2,2
29,2017,"Melanoma cancer",5,2
5,2017,"Melanoma cancer",6,2
73,2017,"Melanoma cancer",7,2
40,2017,"Melanoma cancer",8,2
84,2017,"Melanoma cancer",9,2
84,2017,"Melanoma cancer",10,2
86,2017,"Melanoma cancer",11,2
107,2017,"Melanoma cancer",12,2
102,2017,"Melanoma cancer",13,2
124,2017,"Melanoma cancer",14,2
148,2017,"Melanoma cancer",15,2
116,2017,"Melanoma cancer",16,2
39,2017,"Melanoma cancer",17,2
51,2017,"Melanoma cancer",18,2
15,2018,"Melanoma cancer",1,1
19,2018,"Melanoma cancer",3,1
6,2018,"Melanoma cancer",4,1
18,2018,"Melanoma cancer",5,1
16,2018,"Melanoma cancer",6,1
49,2018,"Melanoma cancer",7,1
28,2018,"Melanoma cancer",8,1
43,2018,"Melanoma cancer",9,1
105,2018,"Melanoma cancer",10,1
125,2018,"Melanoma cancer",11,1
139,2018,"Melanoma cancer",12,1
173,2018,"Melanoma cancer",13,1
200,2018,"Melanoma cancer",14,1
198,2018,"Melanoma cancer",15,1
202,2018,"Melanoma cancer",16,1
151,2018,"Melanoma cancer",17,1
120,2018,"Melanoma cancer",18,1
13,2018,"Melanoma cancer",1,2
11,2018,"Melanoma cancer",5,2
37,2018,"Melanoma cancer",6,2
55,2018,"Melanoma cancer",7,2
56,2018,"Melanoma cancer",8,2
66,2018,"Melanoma cancer",9,2
77,2018,"Melanoma cancer",10,2
85,2018,"Melanoma cancer",11,2
132,2018,"Melanoma cancer",12,2
122,2018,"Melanoma cancer",13,2
132,2018,"Melanoma cancer",14,2
132,2018,"Melanoma cancer",15,2
109,2018,"Melanoma cancer",16,2
52,2018,"Melanoma cancer",17,2
86,2018,"Melanoma cancer",18,2
15,2019,"Melanoma cancer",2,1
8,2019,"Melanoma cancer",4,1
16,2019,"Melanoma cancer",6,1
19,2019,"Melanoma cancer",7,1
67,2019,"Melanoma cancer",8,1
73,2019,"Melanoma cancer",9,1
95,2019,"Melanoma cancer",10,1
154,2019,"Melanoma cancer",11,1
169,2019,"Melanoma cancer",12,1
187,2019,"Melanoma cancer",13,1
254,2019,"Melanoma cancer",14,1
282,2019,"Melanoma cancer",15,1
202,2019,"Melanoma cancer",16,1
114,2019,"Melanoma cancer",17,1
128,2019,"Melanoma cancer",18,1
2,2019,"Melanoma cancer",1,2
10,2019,"Melanoma cancer",3,2
8,2019,"Melanoma cancer",4,2
21,2019,"Melanoma cancer",5,2
43,2019,"Melanoma cancer",6,2
62,2019,"Melanoma cancer",7,2
61,2019,"Melanoma cancer",8,2
71,2019,"Melanoma cancer",9,2
79,2019,"Melanoma cancer",10,2
78,2019,"Melanoma cancer",11,2
145,2019,"Melanoma cancer",12,2
117,2019,"Melanoma cancer",13,2
128,2019,"Melanoma cancer",14,2
131,2019,"Melanoma cancer",15,2
132,2019,"Melanoma cancer",16,2
77,2019,"Melanoma cancer",17,2
62,2019,"Melanoma cancer",18,2
3,2020,"Melanoma cancer",1,1
22,2020,"Melanoma cancer",5,1
20,2020,"Melanoma cancer",6,1
32,2020,"Melanoma cancer",7,1
28,2020,"Melanoma cancer",8,1
36,2020,"Melanoma cancer",9,1
82,2020,"Melanoma cancer",10,1
124,2020,"Melanoma cancer",11,1
134,2020,"Melanoma cancer",12,1
171,2020,"Melanoma cancer",13,1
230,2020,"Melanoma cancer",14,1
269,2020,"Melanoma cancer",15,1
211,2020,"Melanoma cancer",16,1
162,2020,"Melanoma cancer",17,1
96,2020,"Melanoma cancer",18,1
3,2020,"Melanoma cancer",1,2
4,2020,"Melanoma cancer",3,2
15,2020,"Melanoma cancer",4,2
23,2020,"Melanoma cancer",5,2
17,2020,"Melanoma cancer",6,2
32,2020,"Melanoma cancer",7,2
41,2020,"Melanoma cancer",8,2
60,2020,"Melanoma cancer",9,2
105,2020,"Melanoma cancer",10,2
104,2020,"Melanoma cancer",11,2
101,2020,"Melanoma cancer",12,2
129,2020,"Melanoma cancer",13,2
144,2020,"Melanoma cancer",14,2
165,2020,"Melanoma cancer",15,2
95,2020,"Melanoma cancer",16,2
83,2020,"Melanoma cancer",17,2
81,2020,"Melanoma cancer",18,2
17,2021,"Melanoma cancer",2,1
9,2021,"Melanoma cancer",3,1
7,2021,"Melanoma cancer",4,1
6,2021,"Melanoma cancer",5,1
22,2021,"Melanoma cancer",6,1
8,2021,"Melanoma cancer",7,1
49,2021,"Melanoma cancer",8,1
76,2021,"Melanoma cancer",9,1
67,2021,"Melanoma cancer",10,1
108,2021,"Melanoma cancer",11,1
118,2021,"Melanoma cancer",12,1
173,2021,"Melanoma cancer",13,1
212,2021,"Melanoma cancer",14,1
252,2021,"Melanoma cancer",15,1
237,2021,"Melanoma cancer",16,1
144,2021,"Melanoma cancer",17,1
145,2021,"Melanoma cancer",18,1
5,2021,"Melanoma cancer",1,2
1,2021,"Melanoma cancer",2,2
3,2021,"Melanoma cancer",3,2
10,2021,"Melanoma cancer",4,2
3,2021,"Melanoma cancer",5,2
21,2021,"Melanoma cancer",6,2
47,2021,"Melanoma cancer",7,2
35,2021,"Melanoma cancer",8,2
41,2021,"Melanoma cancer",9,2
93,2021,"Melanoma cancer",10,2
103,2021,"Melanoma cancer",11,2
100,2021,"Melanoma cancer",12,2
101,2021,"Melanoma cancer",13,2
117,2021,"Melanoma cancer",14,2
135,2021,"Melanoma cancer",15,2
92,2021,"Melanoma cancer",16,2
84,2021,"Melanoma cancer",17,2
53,2021,"Melanoma cancer",18,2
19,2022,"Melanoma cancer",2,1
5,2022,"Melanoma cancer",3,1
22,2022,"Melanoma cancer",4,1
9,2022,"Melanoma cancer",5,1
27,2022,"Melanoma cancer",7,1
56,2022,"Melanoma cancer",8,1
46,2022,"Melanoma cancer",9,1
75,2022,"Melanoma cancer",10,1
125,2022,"Melanoma cancer",11,1
131,2022,"Melanoma cancer",12,1
195,2022,"Melanoma cancer",13,1
204,2022,"Melanoma cancer",14,1
256,2022,"Melanoma cancer",15,1
214,2022,"Melanoma cancer",16,1
182,2022,"Melanoma cancer",17,1
115,2022,"Melanoma cancer",18,1
19,2022,"Melanoma cancer",1,2
19,2022,"Melanoma cancer",3,2
18,2022,"Melanoma cancer",5,2
17,2022,"Melanoma cancer",6,2
52,2022,"Melanoma cancer",7,2
30,2022,"Melanoma cancer",8,2
91,2022,"Melanoma cancer",9,2
84,2022,"Melanoma cancer",10,2
97,2022,"Melanoma cancer",11,2
97,2022,"Melanoma cancer",12,2
122,2022,"Melanoma cancer",13,2
138,2022,"Melanoma cancer",14,2
133,2022,"Melanoma cancer",15,2
130,2022,"Melanoma cancer",16,2
80,2022,"Melanoma cancer",17,2
97,2022,"Melanoma cancer",18,2
9,2023,"Melanoma cancer",1,1
11,2023,"Melanoma cancer",2,1
11,2023,"Melanoma cancer",5,1
27,2023,"Melanoma cancer",6,1
27,2023,"Melanoma cancer",7,1
45,2023,"Melanoma cancer",8,1
37,2023,"Melanoma cancer",9,1
85,2023,"Melanoma cancer",10,1
123,2023,"Melanoma cancer",11,1
135,2023,"Melanoma cancer",12,1
219,2023,"Melanoma cancer",13,1
217,2023,"Melanoma cancer",14,1
273,2023,"Melanoma cancer",15,1
269,2023,"Melanoma cancer",16,1
169,2023,"Melanoma cancer",17,1
144,2023,"Melanoma cancer",18,1
11,2023,"Melanoma cancer",1,2
18,2023,"Melanoma cancer",2,2
11,2023,"Melanoma cancer",3,2
13,2023,"Melanoma cancer",4,2
12,2023,"Melanoma cancer",5,2
36,2023,"Melanoma cancer",6,2
16,2023,"Melanoma cancer",7,2
46,2023,"Melanoma cancer",8,2
80,2023,"Melanoma cancer",9,2
81,2023,"Melanoma cancer",10,2
102,2023,"Melanoma cancer",11,2
91,2023,"Melanoma cancer",12,2
149,2023,"Melanoma cancer",13,2
154,2023,"Melanoma cancer",14,2
158,2023,"Melanoma cancer",15,2
134,2023,"Melanoma cancer",16,2
89,2023,"Melanoma cancer",17,2
100,2023,"Melanoma cancer",18,2
1,2005,"Breast (female) cancer",4,2
5,2005,"Breast (female) cancer",5,2
16,2005,"Breast (female) cancer",6,2
13,2005,"Breast (female) cancer",7,2
79,2005,"Breast (female) cancer",8,2
126,2005,"Breast (female) cancer",9,2
183,2005,"Breast (female) cancer",10,2
199,2005,"Breast (female) cancer",11,2
224,2005,"Breast (female) cancer",12,2
221,2005,"Breast (female) cancer",13,2
182,2005,"Breast (female) cancer",14,2
144,2005,"Breast (female) cancer",15,2
103,2005,"Breast (female) cancer",16,2
76,2005,"Breast (female) cancer",17,2
37,2005,"Breast (female) cancer",18,2
12,2006,"Breast (female) cancer",2,2
10,2006,"Breast (female) cancer",3,2
19,2006,"Breast (female) cancer",4,2
2,2006,"Breast (female) cancer",5,2
23,2006,"Breast (female) cancer",6,2
15,2006,"Breast (female) cancer",7,2
58,2006,"Breast (female) cancer",8,2
151,2006,"Breast (female) cancer",9,2
200,2006,"Breast (female) cancer",10,2
228,2006,"Breast (female) cancer",11,2
235,2006,"Breast (female) cancer",12,2
206,2006,"Breast (female) cancer",13,2
199,2006,"Breast (female) cancer",14,2
131,2006,"Breast (female) cancer",15,2
110,2006,"Breast (female) cancer",16,2
99,2006,"Breast (female) cancer",17,2
58,2006,"Breast (female) cancer",18,2
10,2007,"Breast (female) cancer",1,2
4,2007,"Breast (female) cancer",5,2
24,2007,"Breast (female) cancer",7,2
47,2007,"Breast (female) cancer",8,2
143,2007,"Breast (female) cancer",9,2
190,2007,"Breast (female) cancer",10,2
230,2007,"Breast (female) cancer",11,2
215,2007,"Breast (female) cancer",12,2
248,2007,"Breast (female) cancer",13,2
165,2007,"Breast (female) cancer",14,2
137,2007,"Breast (female) cancer",15,2
