"Deaths_Count","Year","Cancer_Type","AgeGroup","Sex"
3,2005,"Melanoma cancer",9,2
13,2005,"Melanoma cancer",10,2
4,2005,"Melanoma cancer",11,2
17,2005,"Melanoma cancer",12,2
20,2005,"Melanoma cancer",13,2
6,2005,"Melanoma cancer",14,2
4,2005,"Melanoma cancer",15,2
17,2005,"Melanoma cancer",16,2
19,2005,"Melanoma cancer",18,2
13,2006,"Melanoma cancer",3,1
11,2006,"Melanoma cancer",6,1
2,2006,"Melanoma cancer",7,1
10,2006,"Melanoma cancer",8,1
7,2006,"Melanoma cancer",10,1
14,2006,"Melanoma cancer",11,1
26,2006,"Melanoma cancer",12,1
1,2006,"Melanoma cancer",13,1
20,2006,"Melanoma cancer",14,1
10,2006,"Melanoma cancer",15,1
38,2006,"Melanoma cancer",16,1
11,2006,"Melanoma cancer",17,1
17,2006,"Melanoma cancer",18,1
10,2006,"Melanoma cancer",1,2
8,2006,"Melanoma cancer",3,2
8,2006,"Melanoma cancer",6,2
4,2006,"Melanoma cancer",7,2
8,2006,"Melanoma cancer",9,2
23,2006,"Melanoma cancer",10,2
9,2006,"Melanoma cancer",11,2
8,2006,"Melanoma cancer",13,2
20,2006,"Melanoma cancer",15,2
18,2006,"Melanoma cancer",16,2
4,2006,"Melanoma cancer",17,2
15,2006,"Melanoma cancer",18,2
15,2007,"Melanoma cancer",1,1
5,2007,"Melanoma cancer",6,1
24,2007,"Melanoma cancer",10,1
4,2007,"Melanoma cancer",11,1
28,2007,"Melanoma cancer",12,1
10,2007,"Melanoma cancer",13,1
26,2007,"Melanoma cancer",14,1
8,2007,"Melanoma cancer",15,1
31,2007,"Melanoma cancer",16,1
40,2007,"Melanoma cancer",17,1
10,2007,"Melanoma cancer",18,1
1,2007,"Melanoma cancer",3,2
7,2007,"Melanoma cancer",4,2
8,2007,"Melanoma cancer",6,2
24,2007,"Melanoma cancer",13,2
5,2007,"Melanoma cancer",14,2
22,2007,"Melanoma cancer",15,2
8,2007,"Melanoma cancer",16,2
9,2007,"Melanoma cancer",17,2
11,2007,"Melanoma cancer",18,2
17,2008,"Melanoma cancer",1,1
16,2008,"Melanoma cancer",3,1
4,2008,"Melanoma cancer",5,1
16,2008,"Melanoma cancer",7,1
12,2008,"Melanoma cancer",8,1
22,2008,"Melanoma cancer",9,1
15,2008,"Melanoma cancer",11,1
18,2008,"Melanoma cancer",12,1
9,2008,"Melanoma cancer",13,1
10,2008,"Melanoma cancer",14,1
36,2008,"Melanoma cancer",15,1
27,2008,"Melanoma cancer",16,1
19,2008,"Melanoma cancer",17,1
19,2008,"Melanoma cancer",18,1
14,2008,"Melanoma cancer",1,2
4,2008,"Melanoma cancer",2,2
12,2008,"Melanoma cancer",4,2
18,2008,"Melanoma cancer",7,2
15,2008,"Melanoma cancer",11,2
1,2008,"Melanoma cancer",12,2
2,2008,"Melanoma cancer",15,2
24,2008,"Melanoma cancer",16,2
15,2008,"Melanoma cancer",18,2
7,2009,"Melanoma cancer",1,1
3,2009,"Melanoma cancer",2,1
13,2009,"Melanoma cancer",4,1
8,2009,"Melanoma cancer",5,1
12,2009,"Melanoma cancer",7,1
15,2009,"Melanoma cancer",9,1
22,2009,"Melanoma cancer",10,1
1,2009,"Melanoma cancer",12,1
25,2009,"Melanoma cancer",13,1
38,2009,"Melanoma cancer",14,1
7,2009,"Melanoma cancer",15,1
14,2009,"Melanoma cancer",16,1
35,2009,"Melanoma cancer",17,1
18,2009,"Melanoma cancer",18,1
3,2009,"Melanoma cancer",1,2
2,2009,"Melanoma cancer",2,2
16,2009,"Melanoma cancer",3,2
6,2009,"Melanoma cancer",4,2
3,2009,"Melanoma cancer",5,2
2,2009,"Melanoma cancer",6,2
8,2009,"Melanoma cancer",10,2
15,2009,"Melanoma cancer",11,2
21,2009,"Melanoma cancer",12,2
21,2009,"Melanoma cancer",13,2
6,2009,"Melanoma cancer",15,2
10,2009,"Melanoma cancer",16,2
6,2009,"Melanoma cancer",17,2
28,2009,"Melanoma cancer",18,2
15,2010,"Melanoma cancer",1,1
6,2010,"Melanoma cancer",9,1
14,2010,"Melanoma cancer",10,1
15,2010,"Melanoma cancer",11,1
6,2010,"Melanoma cancer",12,1
26,2010,"Melanoma cancer",13,1
24,2010,"Melanoma cancer",14,1
42,2010,"Melanoma cancer",15,1
29,2010,"Melanoma cancer",16,1
35,2010,"Melanoma cancer",17,1
21,2010,"Melanoma cancer",18,1
10,2010,"Melanoma cancer",1,2
17,2010,"Melanoma cancer",3,2
9,2010,"Melanoma cancer",5,2
4,2010,"Melanoma cancer",9,2
4,2010,"Melanoma cancer",10,2
16,2010,"Melanoma cancer",11,2
2,2010,"Melanoma cancer",12,2
3,2010,"Melanoma cancer",13,2
8,2010,"Melanoma cancer",14,2
8,2010,"Melanoma cancer",15,2
7,2010,"Melanoma cancer",17,2
16,2010,"Melanoma cancer",18,2
9,2011,"Melanoma cancer",1,1
3,2011,"Melanoma cancer",5,1
7,2011,"Melanoma cancer",7,1
14,2011,"Melanoma cancer",8,1
11,2011,"Melanoma cancer",10,1
7,2011,"Melanoma cancer",11,1
21,2011,"Melanoma cancer",12,1
40,2011,"Melanoma cancer",13,1
5,2011,"Melanoma cancer",14,1
12,2011,"Melanoma cancer",15,1
6,2011,"Melanoma cancer",16,1
44,2011,"Melanoma cancer",17,1
49,2011,"Melanoma cancer",18,1
11,2011,"Melanoma cancer",2,2
17,2011,"Melanoma cancer",3,2
22,2011,"Melanoma cancer",8,2
6,2011,"Melanoma cancer",9,2
19,2011,"Melanoma cancer",10,2
5,2011,"Melanoma cancer",13,2
4,2011,"Melanoma cancer",14,2
24,2011,"Melanoma cancer",17,2
22,2011,"Melanoma cancer",18,2
1,2012,"Melanoma cancer",1,1
8,2012,"Melanoma cancer",2,1
11,2012,"Melanoma cancer",3,1
5,2012,"Melanoma cancer",5,1
5,2012,"Melanoma cancer",8,1
12,2012,"Melanoma cancer",9,1
1,2012,"Melanoma cancer",10,1
21,2012,"Melanoma cancer",11,1
23,2012,"Melanoma cancer",13,1
2,2012,"Melanoma cancer",14,1
25,2012,"Melanoma cancer",15,1
23,2012,"Melanoma cancer",16,1
9,2012,"Melanoma cancer",17,1
15,2012,"Melanoma cancer",18,1
14,2012,"Melanoma cancer",1,2
7,2012,"Melanoma cancer",4,2
17,2012,"Melanoma cancer",5,2
5,2012,"Melanoma cancer",9,2
21,2012,"Melanoma cancer",10,2
2,2012,"Melanoma cancer",11,2
22,2012,"Melanoma cancer",12,2
8,2012,"Melanoma cancer",13,2
14,2012,"Melanoma cancer",14,2
13,2012,"Melanoma cancer",16,2
24,2012,"Melanoma cancer",17,2
5,2012,"Melanoma cancer",18,2
1,2013,"Melanoma cancer",3,1
7,2013,"Melanoma cancer",5,1
16,2013,"Melanoma cancer",6,1
4,2013,"Melanoma cancer",7,1
1,2013,"Melanoma cancer",8,1
1,2013,"Melanoma cancer",9,1
3,2013,"Melanoma cancer",11,1
9,2013,"Melanoma cancer",12,1
19,2013,"Melanoma cancer",13,1
19,2013,"Melanoma cancer",14,1
47,2013,"Melanoma cancer",15,1
36,2013,"Melanoma cancer",16,1
23,2013,"Melanoma cancer",17,1
54,2013,"Melanoma cancer",18,1
1,2013,"Melanoma cancer",3,2
14,2013,"Melanoma cancer",5,2
13,2013,"Melanoma cancer",6,2
6,2013,"Melanoma cancer",7,2
20,2013,"Melanoma cancer",10,2
27,2013,"Melanoma cancer",11,2
17,2013,"Melanoma cancer",12,2
20,2013,"Melanoma cancer",13,2
18,2013,"Melanoma cancer",14,2
11,2013,"Melanoma cancer",15,2
31,2013,"Melanoma cancer",18,2
1,2014,"Melanoma cancer",2,1
4,2014,"Melanoma cancer",4,1
15,2014,"Melanoma cancer",6,1
1,2014,"Melanoma cancer",7,1
3,2014,"Melanoma cancer",9,1
7,2014,"Melanoma cancer",10,1
14,2014,"Melanoma cancer",11,1
10,2014,"Melanoma cancer",12,1
21,2014,"Melanoma cancer",13,1
22,2014,"Melanoma cancer",15,1
11,2014,"Melanoma cancer",16,1
32,2014,"Melanoma cancer",17,1
37,2014,"Melanoma cancer",18,1
11,2014,"Melanoma cancer",1,2
8,2014,"Melanoma cancer",2,2
6,2014,"Melanoma cancer",5,2
12,2014,"Melanoma cancer",6,2
22,2014,"Melanoma cancer",9,2
19,2014,"Melanoma cancer",11,2
18,2014,"Melanoma cancer",13,2
4,2014,"Melanoma cancer",14,2
18,2014,"Melanoma cancer",15,2
20,2014,"Melanoma cancer",16,2
21,2014,"Melanoma cancer",17,2
21,2014,"Melanoma cancer",18,2
13,2015,"Melanoma cancer",1,1
6,2015,"Melanoma cancer",3,1
2,2015,"Melanoma cancer",5,1
7,2015,"Melanoma cancer",6,1
20,2015,"Melanoma cancer",10,1
4,2015,"Melanoma cancer",11,1
20,2015,"Melanoma cancer",12,1
26,2015,"Melanoma cancer",13,1
8,2015,"Melanoma cancer",14,1
23,2015,"Melanoma cancer",15,1
14,2015,"Melanoma cancer",16,1
36,2015,"Melanoma cancer",17,1
14,2015,"Melanoma cancer",18,1
6,2015,"Melanoma cancer",1,2
14,2015,"Melanoma cancer",4,2
4,2015,"Melanoma cancer",5,2
3,2015,"Melanoma cancer",6,2
13,2015,"Melanoma cancer",8,2
6,2015,"Melanoma cancer",9,2
17,2015,"Melanoma cancer",11,2
18,2015,"Melanoma cancer",13,2
19,2015,"Melanoma cancer",14,2
20,2015,"Melanoma cancer",16,2
29,2015,"Melanoma cancer",18,2
9,2016,"Melanoma cancer",1,1
15,2016,"Melanoma cancer",2,1
9,2016,"Melanoma cancer",7,1
14,2016,"Melanoma cancer",9,1
22,2016,"Melanoma cancer",10,1
16,2016,"Melanoma cancer",11,1
11,2016,"Melanoma cancer",13,1
5,2016,"Melanoma cancer",14,1
21,2016,"Melanoma cancer",15,1
18,2016,"Melanoma cancer",16,1
10,2016,"Melanoma cancer",17,1
32,2016,"Melanoma cancer",18,1
13,2016,"Melanoma cancer",2,2
14,2016,"Melanoma cancer",3,2
17,2016,"Melanoma cancer",4,2
7,2016,"Melanoma cancer",5,2
11,2016,"Melanoma cancer",7,2
18,2016,"Melanoma cancer",8,2
7,2016,"Melanoma cancer",9,2
8,2016,"Melanoma cancer",10,2
7,2016,"Melanoma cancer",12,2
20,2016,"Melanoma cancer",14,2
2,2016,"Melanoma cancer",15,2
24,2016,"Melanoma cancer",16,2
2,2016,"Melanoma cancer",17,2
32,2016,"Melanoma cancer",18,2
2,2017,"Melanoma cancer",1,1
1,2017,"Melanoma cancer",3,1
3,2017,"Melanoma cancer",6,1
6,2017,"Melanoma cancer",7,1
11,2017,"Melanoma cancer",8,1
3,2017,"Melanoma cancer",9,1
22,2017,"Melanoma cancer",10,1
16,2017,"Melanoma cancer",11,1
4,2017,"Melanoma cancer",13,1
31,2017,"Melanoma cancer",14,1
22,2017,"Melanoma cancer",15,1
37,2017,"Melanoma cancer",16,1
43,2017,"Melanoma cancer",17,1
45,2017,"Melanoma cancer",18,1
2,2017,"Melanoma cancer",1,2
2,2017,"Melanoma cancer",3,2
17,2017,"Melanoma cancer",4,2
1,2017,"Melanoma cancer",5,2
14,2017,"Melanoma cancer",8,2
12,2017,"Melanoma cancer",10,2
10,2017,"Melanoma cancer",12,2
9,2017,"Melanoma cancer",13,2
21,2017,"Melanoma cancer",14,2
21,2017,"Melanoma cancer",15,2
3,2017,"Melanoma cancer",16,2
1,2017,"Melanoma cancer",17,2
30,2017,"Melanoma cancer",18,2
15,2018,"Melanoma cancer",2,1
14,2018,"Melanoma cancer",5,1
5,2018,"Melanoma cancer",6,1
15,2018,"Melanoma cancer",7,1
2,2018,"Melanoma cancer",8,1
16,2018,"Melanoma cancer",10,1
9,2018,"Melanoma cancer",11,1
17,2018,"Melanoma cancer",12,1
26,2018,"Melanoma cancer",13,1
17,2018,"Melanoma cancer",14,1
19,2018,"Melanoma cancer",15,1
21,2018,"Melanoma cancer",16,1
21,2018,"Melanoma cancer",17,1
44,2018,"Melanoma cancer",18,1
5,2018,"Melanoma cancer",2,2
13,2018,"Melanoma cancer",5,2
1,2018,"Melanoma cancer",8,2
17,2018,"Melanoma cancer",14,2
19,2018,"Melanoma cancer",15,2
19,2018,"Melanoma cancer",16,2
3,2018,"Melanoma cancer",18,2
16,2019,"Melanoma cancer",1,1
9,2019,"Melanoma cancer",2,1
4,2019,"Melanoma cancer",6,1
15,2019,"Melanoma cancer",9,1
14,2019,"Melanoma cancer",10,1
9,2019,"Melanoma cancer",11,1
8,2019,"Melanoma cancer",12,1
10,2019,"Melanoma cancer",13,1
8,2019,"Melanoma cancer",14,1
16,2019,"Melanoma cancer",15,1
33,2019,"Melanoma cancer",16,1
13,2019,"Melanoma cancer",17,1
39,2019,"Melanoma cancer",18,1
2,2019,"Melanoma cancer",1,2
15,2019,"Melanoma cancer",2,2
13,2019,"Melanoma cancer",4,2
11,2019,"Melanoma cancer",6,2
18,2019,"Melanoma cancer",7,2
7,2019,"Melanoma cancer",8,2
18,2019,"Melanoma cancer",10,2
9,2019,"Melanoma cancer",11,2
16,2019,"Melanoma cancer",12,2
5,2019,"Melanoma cancer",14,2
27,2019,"Melanoma cancer",15,2
17,2019,"Melanoma cancer",16,2
20,2019,"Melanoma cancer",17,2
18,2019,"Melanoma cancer",18,2
15,2020,"Melanoma cancer",1,1
17,2020,"Melanoma cancer",4,1
3,2020,"Melanoma cancer",8,1
12,2020,"Melanoma cancer",14,1
20,2020,"Melanoma cancer",15,1
25,2020,"Melanoma cancer",16,1
11,2020,"Melanoma cancer",17,1
21,2020,"Melanoma cancer",18,1
14,2020,"Melanoma cancer",1,2
12,2020,"Melanoma cancer",4,2
13,2020,"Melanoma cancer",6,2
7,2020,"Melanoma cancer",10,2
17,2020,"Melanoma cancer",11,2
7,2020,"Melanoma cancer",14,2
3,2020,"Melanoma cancer",15,2
2,2020,"Melanoma cancer",17,2
10,2020,"Melanoma cancer",18,2
14,2021,"Melanoma cancer",1,1
8,2021,"Melanoma cancer",2,1
3,2021,"Melanoma cancer",3,1
12,2021,"Melanoma cancer",4,1
9,2021,"Melanoma cancer",8,1
2,2021,"Melanoma cancer",9,1
7,2021,"Melanoma cancer",10,1
25,2021,"Melanoma cancer",11,1
7,2021,"Melanoma cancer",12,1
33,2021,"Melanoma cancer",14,1
16,2021,"Melanoma cancer",15,1
42,2021,"Melanoma cancer",16,1
42,2021,"Melanoma cancer",17,1
47,2021,"Melanoma cancer",18,1
6,2021,"Melanoma cancer",1,2
4,2021,"Melanoma cancer",3,2
17,2021,"Melanoma cancer",4,2
9,2021,"Melanoma cancer",5,2
4,2021,"Melanoma cancer",7,2
7,2021,"Melanoma cancer",8,2
3,2021,"Melanoma cancer",9,2
3,2021,"Melanoma cancer",10,2
17,2021,"Melanoma cancer",12,2
1,2021,"Melanoma cancer",13,2
16,2021,"Melanoma cancer",14,2
18,2021,"Melanoma cancer",15,2
3,2021,"Melanoma cancer",17,2
27,2021,"Melanoma cancer",18,2
11,2022,"Melanoma cancer",4,1
14,2022,"Melanoma cancer",5,1
5,2022,"Melanoma cancer",6,1
9,2022,"Melanoma cancer",9,1
20,2022,"Melanoma cancer",12,1
13,2022,"Melanoma cancer",13,1
19,2022,"Melanoma cancer",14,1
42,2022,"Melanoma cancer",15,1
42,2022,"Melanoma cancer",16,1
23,2022,"Melanoma cancer",17,1
65,2022,"Melanoma cancer",18,1
16,2022,"Melanoma cancer",2,2
17,2022,"Melanoma cancer",4,2
9,2022,"Melanoma cancer",5,2
1,2022,"Melanoma cancer",7,2
1,2022,"Melanoma cancer",8,2
8,2022,"Melanoma cancer",9,2
16,2022,"Melanoma cancer",11,2
17,2022,"Melanoma cancer",13,2
23,2022,"Melanoma cancer",14,2
2,2022,"Melanoma cancer",15,2
14,2022,"Melanoma cancer",16,2
16,2022,"Melanoma cancer",17,2
8,2022,"Melanoma cancer",18,2
17,2023,"Melanoma cancer",1,1
4,2023,"Melanoma cancer",2,1
5,2023,"Melanoma cancer",5,1
1,2023,"Melanoma cancer",7,1
4,2023,"Melanoma cancer",9,1
8,2023,"Melanoma cancer",10,1
16,2023,"Melanoma cancer",12,1
27,2023,"Melanoma cancer",13,1
8,2023,"Melanoma cancer",14,1
6,2023,"Melanoma cancer",15,1
32,2023,"Melanoma cancer",16,1
44,2023,"Melanoma cancer",17,1
41,2023,"Melanoma cancer",18,1
1,2023,"Melanoma cancer",1,2
12,2023,"Melanoma cancer",2,2
4,2023,"Melanoma cancer",3,2
1,2023,"Melanoma cancer",6,2
12,2023,"Melanoma cancer",9,2
2,2023,"Melanoma cancer",11,2
7,2023,"Melanoma cancer",12,2
15,2023,"Melanoma cancer",13,2
8,2023,"Melanoma cancer",15,2
6,2023,"Melanoma cancer",16,2
29,2023,"Melanoma cancer",17,2
43,2023,"Melanoma cancer",18,2
7,2005,"Breast(female) cancer",1,2
13,2005,"Breast(female) cancer",3,2
12,2005,"Breast(female) cancer",5,2
1,2005,"Breast(female) cancer",7,2
38,2005,"Breast(female) cancer",9,2
37,2005,"Breast(female) cancer",10,2
30,2005,"Breast(female) cancer",11,2
23,2005,"Breast(female) cancer",12,2
28,2005,"Breast(female) cancer",13,2
48,2005,"Breast(female) cancer",14,2
11,2005,"Breast(female) cancer",15,2
31,2005,"Breast(female) cancer",16,2
30,2005,"Breast(female) cancer",17,2
57,2005,"Breast(female) cancer",18,2
2,2006,"Breast(female) cancer",3,2
18,2006,"Breast(female) cancer",8,2
20,2006,"Breast(female) cancer",10,2
43,2006,"Breast(female) cancer",11,2
55,2006,"Breast(female) cancer",12,2
41,2006,"Breast(female) cancer",13,2
31,2006,"Breast(female) cancer",14,2
23,2006,"Breast(female) cancer",15,2
34,2006,"Breast(female) cancer",16,2
38,2006,"Breast(female) cancer",17,2
38,2006,"Breast(female) cancer",18,2
15,2007,"Breast(female) cancer",2,2
2,2007,"Breast(female) cancer",3,2
4,2007,"Breast(female) cancer",5,2
1,2007,"Breast(female) cancer",6,2
20,2007,"Breast(female) cancer",7,2
9,2007,"Breast(female) cancer",8,2
10,2007,"Breast(female) cancer",9,2
5,2007,"Breast(female) cancer",10,2
30,2007,"Breast(female) cancer",11,2
32,2007,"Breast(female) cancer",12,2
35,2007,"Breast(female) cancer",13,2
37,2007,"Breast(female) cancer",14,2
17,2007,"Breast(female) cancer",15,2
30,2007,"Breast(female) cancer",16,2
35,2007,"Breast(female) cancer",17,2
68,2007,"Breast(female) cancer",18,2
3,2008,"Breast(female) cancer",1,2
13,2008,"Breast(female) cancer",2,2
11,2008,"Breast(female) cancer",3,2
5,2008,"Breast(female) cancer",4,2
7,2008,"Breast(female) cancer",5,2
7,2008,"Breast(female) cancer",6,2
8,2008,"Breast(female) cancer",7,2
6,2008,"Breast(female) cancer",8,2
8,2008,"Breast(female) cancer",9,2
25,2008,"Breast(female) cancer",10,2
22,2008,"Breast(female) cancer",11,2
35,2008,"Breast(female) cancer",12,2
41,2008,"Breast(female) cancer",13,2
49,2008,"Breast(female) cancer",14,2
54,2008,"Breast(female) cancer",15,2
24,2008,"Breast(female) cancer",16,2
31,2008,"Breast(female) cancer",17,2
42,2008,"Breast(female) cancer",18,2
17,2009,"Breast(female) cancer",1,2
8,2009,"Breast(female) cancer",2,2
6,2009,"Breast(female) cancer",3,2
11,2009,"Breast(female) cancer",5,2
15,2009,"Breast(female) cancer",8,2
10,2009,"Breast(female) cancer",10,2
25,2009,"Breast(female) cancer",11,2
45,2009,"Breast(female) cancer",12,2
46,2009,"Breast(female) cancer",13,2
50,2009,"Breast(female) cancer",14,2
27,2009,"Breast(female) cancer",15,2
39,2009,"Breast(female) cancer",16,2
40,2009,"Breast(female) cancer",17,2
66,2009,"Breast(female) cancer",18,2
4,2010,"Breast(female) cancer",1,2
7,2010,"Breast(female) cancer",6,2
12,2010,"Breast(female) cancer",7,2
14,2010,"Breast(female) cancer",10,2
11,2010,"Breast(female) cancer",11,2
35,2010,"Breast(female) cancer",12,2
48,2010,"Breast(female) cancer",13,2
39,2010,"Breast(female) cancer",14,2
44,2010,"Breast(female) cancer",15,2
38,2010,"Breast(female) cancer",16,2
43,2010,"Breast(female) cancer",17,2
57,2010,"Breast(female) cancer",18,2
3,2011,"Breast(female) cancer",1,2
9,2011,"Breast(female) cancer",2,2
7,2011,"Breast(female) cancer",3,2
15,2011,"Breast(female) cancer",6,2
5,2011,"Breast(female) cancer",7,2
6,2011,"Breast(female) cancer",8,2
8,2011,"Breast(female) cancer",9,2
35,2011,"Breast(female) cancer",10,2
9,2011,"Breast(female) cancer",11,2
42,2011,"Breast(female) cancer",12,2
61,2011,"Breast(female) cancer",13,2
40,2011,"Breast(female) cancer",14,2
25,2011,"Breast(female) cancer",15,2
25,2011,"Breast(female) cancer",16,2
54,2011,"Breast(female) cancer",17,2
50,2011,"Breast(female) cancer",18,2
17,2012,"Breast(female) cancer",2,2
5,2012,"Breast(female) cancer",3,2
14,2012,"Breast(female) cancer",5,2
15,2012,"Breast(female) cancer",6,2
11,2012,"Breast(female) cancer",9,2
44,2012,"Breast(female) cancer",10,2
26,2012,"Breast(female) cancer",11,2
60,2012,"Breast(female) cancer",12,2
49,2012,"Breast(female) cancer",13,2
60,2012,"Breast(female) cancer",14,2
41,2012,"Breast(female) cancer",15,2
15,2012,"Breast(female) cancer",16,2
20,2012,"Breast(female) cancer",17,2
58,2012,"Breast(female) cancer",18,2
2,2013,"Breast(female) cancer",1,2
11,2013,"Breast(female) cancer",2,2
5,2013,"Breast(female) cancer",3,2
17,2013,"Breast(female) cancer",4,2
2,2013,"Breast(female) cancer",5,2
4,2013,"Breast(female) cancer",7,2
22,2013,"Breast(female) cancer",8,2
8,2013,"Breast(female) cancer",9,2
19,2013,"Breast(female) cancer",10,2
53,2013,"Breast(female) cancer",11,2
57,2013,"Breast(female) cancer",12,2
59,2013,"Breast(female) cancer",13,2
47,2013,"Breast(female) cancer",14,2
37,2013,"Breast(female) cancer",15,2
58,2013,"Breast(female) cancer",16,2
32,2013,"Breast(female) cancer",17,2
85,2013,"Breast(female) cancer",18,2
3,2014,"Breast(female) cancer",1,2
12,2014,"Breast(female) cancer",2,2
10,2014,"Breast(female) cancer",3,2
1,2014,"Breast(female) cancer",6,2
17,2014,"Breast(female) cancer",8,2
5,2014,"Breast(female) cancer",9,2
25,2014,"Breast(female) cancer",10,2
16,2014,"Breast(female) cancer",11,2
34,2014,"Breast(female) cancer",12,2
28,2014,"Breast(female) cancer",13,2
35,2014,"Breast(female) cancer",14,2
59,2014,"Breast(female) cancer",15,2
10,2014,"Breast(female) cancer",16,2
40,2014,"Breast(female) cancer",17,2
65,2014,"Breast(female) cancer",18,2
14,2015,"Breast(female) cancer",2,2
11,2015,"Breast(female) cancer",3,2
11,2015,"Breast(female) cancer",4,2
3,2015,"Breast(female) cancer",5,2
5,2015,"Breast(female) cancer",6,2
17,2015,"Breast(female) cancer",7,2
2,2015,"Breast(female) cancer",8,2
4,2015,"Breast(female) cancer",9,2
13,2015,"Breast(female) cancer",10,2
45,2015,"Breast(female) cancer",11,2
26,2015,"Breast(female) cancer",12,2
53,2015,"Breast(female) cancer",13,2
49,2015,"Breast(female) cancer",14,2
40,2015,"Breast(female) cancer",15,2
42,2015,"Breast(female) cancer",16,2
46,2015,"Breast(female) cancer",17,2
80,2015,"Breast(female) cancer",18,2
12,2016,"Breast(female) cancer",2,2
15,2016,"Breast(female) cancer",3,2
21,2016,"Breast(female) cancer",8,2
4,2016,"Breast(female) cancer",9,2
11,2016,"Breast(female) cancer",10,2
32,2016,"Breast(female) cancer",11,2
52,2016,"Breast(female) cancer",12,2
49,2016,"Breast(female) cancer",13,2
58,2016,"Breast(female) cancer",14,2
57,2016,"Breast(female) cancer",15,2
21,2016,"Breast(female) cancer",16,2
49,2016,"Breast(female) cancer",17,2
74,2016,"Breast(female) cancer",18,2
2,2017,"Breast(female) cancer",1,2
6,2017,"Breast(female) cancer",5,2
9,2017,"Breast(female) cancer",6,2
23,2017,"Breast(female) cancer",9,2
1,2017,"Breast(female) cancer",10,2
19,2017,"Breast(female) cancer",11,2
41,2017,"Breast(female) cancer",12,2
14,2017,"Breast(female) cancer",13,2
42,2017,"Breast(female) cancer",14,2
54,2017,"Breast(female) cancer",15,2
39,2017,"Breast(female) cancer",16,2
31,2017,"Breast(female) cancer",17,2
54,2017,"Breast(female) cancer",18,2
10,2018,"Breast(female) cancer",3,2
5,2018,"Breast(female) cancer",8,2
7,2018,"Breast(female) cancer",9,2
7,2018,"Breast(female) cancer",10,2
28,2018,"Breast(female) cancer",11,2
40,2018,"Breast(female) cancer",12,2
43,2018,"Breast(female) cancer",13,2
59,2018,"Breast(female) cancer",14,2
46,2018,"Breast(female) cancer",15,2
46,2018,"Breast(female) cancer",16,2
37,2018,"Breast(female) cancer",17,2
83,2018,"Breast(female) cancer",18,2
5,2019,"Breast(female) cancer",1,2
12,2019,"Breast(female) cancer",4,2
8,2019,"Breast(female) cancer",5,2
9,2019,"Breast(female) cancer",6,2
5,2019,"Breast(female) cancer",8,2
22,2019,"Breast(female) cancer",9,2
38,2019,"Breast(female) cancer",10,2
16,2019,"Breast(female) cancer",11,2
59,2019,"Breast(female) cancer",12,2
37,2019,"Breast(female) cancer",13,2
48,2019,"Breast(female) cancer",14,2
51,2019,"Breast(female) cancer",15,2
63,2019,"Breast(female) cancer",16,2
37,2019,"Breast(female) cancer",17,2
82,2019,"Breast(female) cancer",18,2
3,2020,"Breast(female) cancer",1,2
13,2020,"Breast(female) cancer",3,2
1,2020,"Breast(female) cancer",4,2
17,2020,"Breast(female) cancer",6,2
1,2020,"Breast(female) cancer",7,2
21,2020,"Breast(female) cancer",8,2
1,2020,"Breast(female) cancer",9,2
17,2020,"Breast(female) cancer",10,2
13,2020,"Breast(female) cancer",11,2
37,2020,"Breast(female) cancer",12,2
60,2020,"Breast(female) cancer",13,2
61,2020,"Breast(female) cancer",14,2
49,2020,"Breast(female) cancer",15,2
43,2020,"Breast(female) cancer",16,2
42,2020,"Breast(female) cancer",17,2
67,2020,"Breast(female) cancer",18,2
3,2021,"Breast(female) cancer",1,2
1,2021,"Breast(female) cancer",2,2
2,2021,"Breast(female) cancer",5,2
8,2021,"Breast(female) cancer",6,2
7,2021,"Breast(female) cancer",8,2
27,2021,"Breast(female) cancer",9,2
13,2021,"Breast(female) cancer",10,2
26,2021,"Breast(female) cancer",11,2
50,2021,"Breast(female) cancer",12,2
50,2021,"Breast(female) cancer",13,2
32,2021,"Breast(female) cancer",14,2
67,2021,"Breast(female) cancer",15,2
42,2021,"Breast(female) cancer",16,2
46,2021,"Breast(female) cancer",17,2
75,2021,"Breast(female) cancer",18,2
8,2022,"Breast(female) cancer",1,2
10,2022,"Breast(female) cancer",2,2
10,2022,"Breast(female) cancer",3,2
1,2022,"Breast(female) cancer",4,2
12,2022,"Breast(female) cancer",6,2
5,2022,"Breast(female) cancer",7,2
6,2022,"Breast(female) cancer",8,2
1,2022,"Breast(female) cancer",9,2
11,2022,"Breast(female) cancer",10,2
21,2022,"Breast(female) cancer",11,2
18,2022,"Breast(female) cancer",12,2
61,2022,"Breast(female) cancer",13,2
38,2022,"Breast(female) cancer",14,2
58,2022,"Breast(female) cancer",15,2
56,2022,"Breast(female) cancer",16,2
50,2022,"Breast(female) cancer",17,2
79,2022,"Breast(female) cancer",18,2
14,2023,"Breast(female) cancer",1,2
2,2023,"Breast(female) cancer",3,2
3,2023,"Breast(female) cancer",7,2
15,2023,"Breast(female) cancer",8,2
15,2023,"Breast(female) cancer",9,2
41,2023,"Breast(female) cancer",11,2
40,2023,"Breast(female) cancer",12,2
63,2023,"Breast(female) cancer",13,2
55,2023,"Breast(female) cancer",14,2
54,2023,"Breast(female) cancer",15,2
